"Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
4114,"Secret Weapons Over Normandy","PS2","2003","Simulation","LucasArts",0.24,0.18,0,0.06,0.48
4116,"All-Star Baseball 99","N64","1998","Sports","Acclaim Entertainment",0.44,0.04,0,0,0.48
4117,"Harvest Moon 64","N64","1999","Simulation","Pack In Soft",0.25,0.06,0.11,0.06,0.48
4118,"NCAA Football 09","PS2","2008","Sports","Electronic Arts",0.4,0.02,0,0.07,0.48
4119,"Bratz: The Movie","PS2","2007","Simulation","THQ",0.24,0.18,0,0.06,0.48
4120,"FIFA Soccer 13","WiiU","2012","Action","Electronic Arts",0.18,0.26,0,0.04,0.48
4122,"Vigilante 8: 2nd Offense","PS","1999","Racing","Activision",0.27,0.18,0,0.03,0.48
4123,"Two Worlds II","PS3","2011","Role-Playing","Unknown",0.26,0.11,0.06,0.05,0.48
4124,"Football Manager 2015","PC","2014","Simulation","Sega",0,0.43,0,0.05,0.48
4125,"Theme Park Roller Coaster","PS2","2000","Strategy","Electronic Arts",0.23,0.18,0,0.06,0.48
4126,"Need for Speed: Hot Pursuit","Wii","2010","Racing","Electronic Arts",0.18,0.24,0,0.05,0.48
4127,"Skylanders: SuperChargers","WiiU","2015","Action","Activision",0.25,0.18,0,0.04,0.48
4128,"Viva Pinata: Trouble in Paradise","X360","2008","Simulation","Microsoft Game Studios",0.16,0.25,0.01,0.05,0.48
4130,"FlingSmash","Wii","2010","Action","Nintendo",0.38,0.01,0.07,0.02,0.48
4131,"NFL Xtreme 2","PS","1999","Sports","989 Studios",0.27,0.18,0,0.03,0.48
4132,"Spider-Man 3","Wii","2007","Platform","Activision",0.42,0.02,0,0.04,0.48
4134,"Dynasty Warriors Gundam","PS3","2007","Action","Tecmo Koei",0.14,0.01,0.31,0.02,0.48
4135,"Tomb Raider: Underworld","Wii","2008","Action","Eidos Interactive",0.14,0.28,0,0.06,0.48
4137,"Fable","X360","2014","Role-Playing","Microsoft Game Studios",0.25,0.19,0.01,0.04,0.48
4138,"Tiger Woods PGA Tour 06","XB","2005","Sports","Electronic Arts",0.35,0.11,0,0.02,0.48
4139,"FIFA World Cup Germany 2006","X360","2006","Sports","Electronic Arts",0.19,0.27,0.01,0,0.48
4140,"Up","PS2","2009","Action","THQ",0.19,0.05,0,0.24,0.48
4141,"Grand Prix","2600","1981","Racing","Activision",0.45,0.03,0,0,0.48
4142,"Ford Racing Off Road","Wii","2008","Racing","Xplosiv",0.06,0.4,0,0.01,0.48
4143,"SimCity Creator","Wii","2008","Simulation","Electronic Arts",0.37,0.03,0.04,0.04,0.48
4144,"World of Outlaws: Sprint Cars 2002","PS2","2002","Racing","Ignition Entertainment",0.23,0.18,0,0.06,0.48
4146,"Emergency Heroes","Wii","2008","Racing","Ubisoft",0.15,0.27,0,0.06,0.48
4147,"Sonic the Hedgehog","PS3","N/A","Platform","N/A",0,0.48,0,0,0.48
4148,"Fantavision","PS2","2000","Puzzle","Sony Computer Entertainment",0.14,0.11,0.19,0.04,0.47
4149,"Double Dragon","2600","1989","Action","Activision",0.45,0.02,0,0.01,0.47
4150,"Alien Trilogy","PS","1996","Shooter","Acclaim Entertainment",0.24,0.16,0.04,0.03,0.47
4151,"NBA Live 99","N64","1998","Sports","Electronic Arts",0.45,0.02,0,0,0.47
4153,"Karate","2600","N/A","Fighting","Ultravision",0.44,0.03,0,0,0.47
4154,"Dark Sector","PS3","2008","Shooter","D3Publisher",0.23,0.16,0.01,0.07,0.47
4155,"Unreal Tournament III","X360","2008","Shooter","Midway Games",0.25,0.17,0.01,0.05,0.47
4156,"X-Men: Next Dimension","PS2","2002","Fighting","Activision",0.23,0.18,0,0.06,0.47
4157,"Street Fighter X Tekken","X360","2012","Fighting","Capcom",0.31,0.1,0.03,0.03,0.47
4158,"The Godfather (JP sales)","PS2","2006","Action","Electronic Arts",0.39,0.02,0,0.06,0.47
4159,"MySims Racing","Wii","2009","Racing","Electronic Arts",0.19,0.23,0,0.05,0.47
4161,"Dragon Age Origins: Awakening","X360","2010","Role-Playing","Electronic Arts",0.33,0.1,0,0.04,0.47
4162,"Super Puyo Puyo 2","SNES","1995","Puzzle","Compile",0,0,0.47,0,0.47
4163,"Gauntlet Legends","PS","2000","Action","Midway Games",0.26,0.18,0,0.03,0.47
4165,"Naruto Shippuden: Ultimate Ninja Storm Revolution","PS3","2014","Fighting","Namco Bandai Games",0.15,0.16,0.09,0.08,0.47
4166,"Deadpool","PS3","2013","Action","Activision",0.23,0.17,0,0.08,0.47
4167,"WipEout","PS","1995","Action","Psygnosis",0.26,0.18,0,0.03,0.47
4168,"ICO","PS2","2001","Action","Sony Computer Entertainment",0.23,0.18,0,0.06,0.47
4169,"Silent Hill: Downpour","PS3","2012","Action","Konami Digital Entertainment",0.21,0.16,0.04,0.06,0.47
4170,"2014 FIFA World Cup Brazil","X360","2014","Sports","Electronic Arts",0.14,0.28,0,0.04,0.47
4171,"WWE SmackDown vs. Raw 2011","Wii","2010","Fighting","THQ",0.3,0.13,0,0.04,0.47
4172,"Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III","Wii","2011","Role-Playing","Square Enix",0,0,0.47,0,0.47
4173,"Victorious Boxers: Ippo's Road to Glory","PS2","2000","Fighting","Empire Interactive",0.05,0.04,0.38,0.01,0.47
4174,"Petz Sports","Wii","2008","Simulation","Ubisoft",0.42,0.01,0,0.04,0.47
4175,"Lego Batman 3: Beyond Gotham","WiiU","2014","Action","Warner Bros. Interactive Entertainment",0.23,0.21,0,0.04,0.47
4177,"Valkyrie Profile 2: Silmeria","PS2","2006","Role-Playing","Square Enix",0.04,0.03,0.39,0.01,0.47
4178,"Hot Wheels Velocity X","PS2","2002","Racing","THQ",0.23,0.18,0,0.06,0.47
4179,"Shadowrun","X360","2007","Role-Playing","Microsoft Game Studios",0.41,0.02,0,0.04,0.47
4182,"Warhammer 40,000: Dawn of War II","PC","2009","Strategy","THQ",0,0.45,0,0.02,0.47
4186,"Disney Infinity 3.0","PS3","2015","Action","Disney Interactive Studios",0.14,0.25,0,0.08,0.47
4187,"L.A. Rush","PS2","2005","Racing","Midway Games",0.23,0.18,0,0.06,0.47
4188,"Bomberman Hero","N64","1998","Platform","Nintendo",0.27,0.06,0.08,0.05,0.47
4189,"Automobili Lamborghini","N64","1997","Racing","Titus",0.28,0.17,0,0.01,0.47
4190,"Quest 64","N64","1998","Role-Playing","Konami Digital Entertainment",0.38,0.08,0,0.01,0.47
4191,"Momotarou Dentetsu V","PS","1999","Misc","Hudson Entertainment",0,0,0.44,0.03,0.47
4192,"Doom 64","N64","1997","Shooter","Midway Games",0.38,0.08,0,0.01,0.47
4193,"Boom Blox Bash Party","Wii","2009","Puzzle","Electronic Arts",0.34,0.09,0,0.04,0.47
4194,"The Sims 3: Ambitions","PC","2010","Simulation","Electronic Arts",0,0.29,0,0.18,0.47
4195,"Dead or Alive 4","X360","2005","Fighting","Tecmo Koei",0.3,0.03,0.1,0.03,0.47
4196,"Commando","2600","1987","Action","Activision",0.44,0.02,0,0,0.47
4197,"Rise of Nightmares","X360","2011","Action","Sega",0.28,0.13,0.01,0.04,0.47
4198,"The Princess and the Frog","Wii","2009","Platform","Disney Interactive Studios",0.29,0.13,0,0.04,0.47
4199,"NBA Ballers: Phenom","PS2","2006","Sports","Midway Games",0.23,0.18,0,0.06,0.47
4200,"Need for Speed Carbon","XB","2006","Racing","Electronic Arts",0.35,0.1,0,0.02,0.47
4201,"Tiger Woods PGA Tour 07","Wii","N/A","Sports","Electronic Arts",0.43,0,0,0.04,0.47
4202,"NHL 16","XOne","2015","Sports","Electronic Arts",0.37,0.05,0,0.05,0.47
4203,"FIFA 12","PC","2011","Sports","Electronic Arts",0.04,0.33,0,0.1,0.47
4204,"MTV Music Generator","PS","1999","Misc","Codemasters",0.26,0.18,0,0.03,0.47
4206,"Major League Baseball 2K13","X360","2013","Sports","Take-Two Interactive",0.44,0,0,0.03,0.47
4207,"Super Momotarou Dentetsu DX","SNES","1995","Misc","Hudson Soft",0,0,0.47,0,0.47
4208,"World Soccer Winning Eleven 8: Liveware Evolution","PS2","2005","Sports","Konami Digital Entertainment",0,0,0.47,0,0.47
4209,"The Sims 3: Outdoor Living Stuff","PC","2011","Simulation","Electronic Arts",0,0.38,0,0.09,0.47
4210,"Cars: Race-O-Rama","PS2","2009","Racing","THQ",0.27,0.03,0,0.17,0.47
4211,"Downhill Domination","PS2","2003","Racing","Codemasters",0.23,0.18,0,0.06,0.47
4212,"NHL 15","X360","2014","Sports","Electronic Arts",0.35,0.07,0,0.04,0.47
4214,"World Series of Poker","PS2","2005","Misc","Activision",0.39,0.01,0,0.06,0.47
4216,"NHL 97","PS","1996","Sports","Electronic Arts",0.26,0.18,0,0.03,0.47
4217,"We Sing Encore","Wii","2010","Misc","Nordic Games",0,0.41,0,0.06,0.47
4219,"MX vs. ATV: Alive","PS3","2011","Racing","THQ",0.24,0.15,0,0.07,0.47
4222,"Godzilla: Save the Earth","PS2","2004","Fighting","Atari",0.23,0.18,0,0.06,0.47
4223,"Dance Dance Revolution: Mario Mix","GC","2005","Misc","Nintendo",0.36,0.09,0,0.01,0.47
4224,"Metal Gear Solid: The Twin Snakes","GC","2004","Action","Konami Digital Entertainment",0.3,0.08,0.07,0.01,0.47
4226,"Mat Hoffman's Pro BMX 2","PS2","2002","Sports","Activision",0.23,0.18,0,0.06,0.46
4227,"Metal Gear Solid: The Essential Collection","PS2","2007","Adventure","Konami Digital Entertainment",0.23,0.18,0,0.06,0.46
4230,"MX vs. ATV Untamed","PS3","2007","Racing","THQ",0.35,0.06,0,0.05,0.46
4232,"Destroy All Humans!","XB","2005","Shooter","THQ",0.34,0.11,0,0.02,0.46
4234,"Circus Atari","2600","N/A","Action","Atari",0.43,0.03,0,0,0.46
4235,"Country Dance 2","Wii","2011","Misc","GameMill Entertainment",0.44,0,0,0.03,0.46
4236,"Razor Freestyle Scooter","PS","1999","Sports","Ubisoft",0.26,0.17,0,0.03,0.46
4237,"Crash of the Titans","Wii","2007","Action","Vivendi Games",0.4,0.03,0,0.04,0.46
4238,"F.E.A.R. 3","PS3","2011","Shooter","Warner Bros. Interactive Entertainment",0.21,0.17,0.01,0.07,0.46
4240,"Rygar: The Legendary Adventure","PS2","2002","Action","Wanadoo",0.2,0.15,0.06,0.05,0.46
4242,"Super Batter Up","SNES","1992","Sports","Namco Bandai Games",0,0,0.46,0,0.46
4243,"Kessen II","PS2","2001","Strategy","THQ",0.13,0.1,0.2,0.03,0.46
4244,"Crayon Shin-Chan: Arashi o Yobu Enji","SNES","1993","Platform","Namco Bandai Games",0,0,0.46,0,0.46
4246,"Wolfenstein: The New Order","PC","2014","Shooter","Bethesda Softworks",0.12,0.29,0,0.05,0.46
4247,"Warhammer 40,000: Space Marine","PS3","2011","Shooter","THQ",0.13,0.25,0,0.09,0.46
4253,"SingStar Amped","PS2","2007","Misc","Sony Computer Entertainment",0.23,0.18,0,0.06,0.46
4254,"Brothers In Arms: Earned in Blood","PS2","2005","Shooter","Ubisoft",0.38,0.01,0,0.06,0.46
4255,"Walk it Out!","Wii","2010","Sports","Konami Digital Entertainment",0.36,0.06,0,0.04,0.46
4257,"Dragon Ball Z: Sagas","PS2","2005","Fighting","Atari",0.38,0.01,0,0.06,0.46
4259,"The Legend of Spyro: Dawn of the Dragon","PS3","2008","Platform","Vivendi Games",0.19,0.19,0,0.08,0.46
4260,"Hydro Thunder","PS","1999","Racing","Midway Games",0.26,0.17,0,0.03,0.46
4264,"NHL FaceOff '97","PS","1996","Sports","Sony Computer Entertainment",0.26,0.17,0,0.03,0.46
4265,"Deadpool","X360","2013","Action","Activision",0.26,0.16,0,0.04,0.46
4266,"Brothers In Arms: Road to Hill 30","PS2","2005","Shooter","Ubisoft",0.38,0.01,0,0.06,0.46
4267,"Virtua Tennis 4","PS3","2011","Sports","Sega",0.09,0.25,0.03,0.09,0.46
4268,"EA Sports UFC","XOne","2014","Sports","Electronic Arts",0.3,0.12,0,0.04,0.46
4269,"Gremlins","2600","1983","Action","Atari",0.43,0.03,0,0,0.46
4270,"The Mark of Kri","PS2","2002","Action","Sony Computer Entertainment",0.22,0.18,0,0.06,0.46
4271,"Jampack Winter 2003 (RP-M)","PS2","2003","Misc","Sony Computer Entertainment",0.22,0.18,0,0.06,0.46
4274,"Star Wars The Clone Wars: Republic Heroes","PS3","2009","Action","LucasArts",0.19,0.19,0,0.07,0.46
4275,"Farming Simulator 2015","PS3","2015","Simulation","Koch Media",0.11,0.28,0,0.07,0.46
4277,"Madden NFL 12","Wii","2011","Sports","Electronic Arts",0.43,0,0,0.03,0.46
4279,"Mad Max (2015)","XOne","2015","Action","Warner Bros. Interactive Entertainment",0.26,0.16,0,0.04,0.46
4281,"Jak and Daxter: The Lost Frontier","PS2","2009","Platform","Sony Computer Entertainment",0.22,0.17,0,0.06,0.46
4282,"Momotarou Dentetsu 11","PS2","2002","Misc","Hudson Soft",0,0,0.46,0,0.46
4283,"Command & Conquer: Red Alert 3","X360","2008","Strategy","Electronic Arts",0.18,0.23,0,0.05,0.46
4285,"Skylanders: SuperChargers","X360","2015","Action","Activision",0.24,0.18,0,0.04,0.46
4286,"The Golden Compass","X360","2007","Action","Sega",0.3,0.12,0,0.04,0.46
4287,"Star Wars: Demolition","PS","2000","Racing","Activision",0.25,0.17,0,0.03,0.46
4288,"Scooby-Doo! and the Spooky Swamp","Wii","2010","Action","Warner Bros. Interactive Entertainment",0.29,0.13,0,0.04,0.46
4290,"Bloody Roar II","PS","1999","Fighting","Virgin Interactive",0.25,0.17,0,0.03,0.46
4291,"Delta Force: Black Hawk Down","PS2","2005","Shooter","NovaLogic",0.22,0.17,0,0.06,0.46
4293,"NBA Live 07","X360","2006","Sports","Electronic Arts",0.42,0,0,0.04,0.46
4294,"Vin Diesel: Wheelman","X360","2009","Racing","Ubisoft",0.24,0.17,0,0.05,0.46
4295,"Space Invaders","SNES","1994","Shooter","Taito",0,0,0.46,0,0.46
4296,".hack//Outbreak Part 3","PS2","2002","Role-Playing","Atari",0.14,0.11,0.17,0.04,0.46
4297,"Rayman Legends","X360","2013","Platform","Ubisoft",0.19,0.23,0,0.04,0.46
4299,"Hyperdimension Neptunia","PS3","2010","Role-Playing","Tecmo Koei",0.22,0.11,0.07,0.05,0.46
4300,"iCarly","Wii","2009","Adventure","Activision",0.42,0,0,0.03,0.46
4302,"Harry Potter and the Deathly Hallows - Part 1","X360","2010","Action","Electronic Arts",0.21,0.2,0,0.04,0.46
4303,"Top Spin","XB","2003","Sports","Microsoft Game Studios",0.36,0.08,0,0.02,0.46
4304,"Disney Guilty Party","Wii","2010","Misc","Disney Interactive Studios",0.43,0,0,0.03,0.46
4305,"Warhawk","PS","1995","Simulation","Sony Computer Entertainment",0.25,0.17,0,0.03,0.46
4306,"Pirates of the Caribbean: At World's End","Wii","2007","Action","Disney Interactive Studios",0.39,0.02,0.01,0.04,0.46
4307,"Red Faction: Armageddon","PS3","2011","Shooter","THQ",0.2,0.16,0.03,0.07,0.46
4308,"DanceStar Party","PS3","2011","Misc","Sony Computer Entertainment",0,0.35,0,0.1,0.46
4310,"Tales of Vesperia","PS3","2009","Role-Playing","Namco Bandai Games",0,0,0.45,0,0.45
4311,"Thief (2014)","XOne","2014","Action","Square Enix",0.26,0.15,0,0.04,0.45
4315,"Missile Command","PS","1999","Shooter","Atari",0.25,0.17,0,0.03,0.45
4317,"Barbie as The Island Princess","Wii","2007","Adventure","Activision",0.42,0,0,0.03,0.45
4318,"Jikkyou Powerful Pro Yakyuu 3","SNES","1996","Sports","Konami Digital Entertainment",0,0,0.45,0,0.45
4319,"The Walking Dead: Season One","PS4","2014","Adventure","Telltale Games",0.12,0.25,0.01,0.08,0.45
4320,"Jikkyou Powerful Pro Yakyuu 12","PS2","2005","Sports","Konami Digital Entertainment",0,0,0.45,0,0.45
4321,"Enter the Matrix","GC","2003","Action","Atari",0.34,0.09,0.02,0.01,0.45
4322,"Crash: Mind Over Mutant","Wii","2008","Platform","Vivendi Games",0.36,0.06,0,0.03,0.45
4323,"NASCAR 2005: Chase for the Cup","XB","2004","Racing","Electronic Arts",0.34,0.1,0,0.02,0.45
4324,"J-League Excite Stage '95","SNES","1995","Sports","Epoch",0,0,0.45,0,0.45
4326,"Phantasy Star Online Episode I & II","GC","2002","Role-Playing","Infogrames",0.23,0.06,0.16,0.01,0.45
4328,"The Powerpuff Girls: Relish Rampage","PS2","2002","Action","BAM! Entertainment",0.22,0.17,0,0.06,0.45
4330,"NBA 2K13","Wii","2012","Sports","Take-Two Interactive",0.39,0.03,0,0.03,0.45
4332,"The Chronicles of Riddick: Escape from Butcher Bay","XB","N/A","Shooter","Vivendi Games",0.32,0.11,0,0.02,0.45
4334,"NFL Head Coach","PS2","2006","Sports","Electronic Arts",0.38,0.01,0,0.06,0.45
4335,"Watch Dogs","PC","2014","Action","Ubisoft",0.14,0.26,0,0.05,0.45
4336,"Karaoke Revolution Presents American Idol Encore","Wii","2008","Misc","Konami Digital Entertainment",0.42,0,0,0.03,0.45
4337,"Major League Baseball 2K11","X360","2011","Sports","Take-Two Interactive",0.4,0.03,0,0.03,0.45
4338,"Enemy Territory: Quake Wars","X360","2008","Shooter","Activision",0.3,0.11,0,0.04,0.45
4339,"Ghostbusters","2600","1985","Puzzle","Activision",0.42,0.03,0,0,0.45
4340,"NCAA Gamebreaker 99","PS","1998","Sports","989 Studios",0.25,0.17,0,0.03,0.45
4341,"Area 51","PS2","2005","Shooter","Midway Games",0.22,0.17,0,0.06,0.45
4342,"World Stadium 2","PS","1998","Sports","Namco Bandai Games",0,0,0.42,0.03,0.45
4343,"Sega Rally Revo","X360","2007","Racing","Sega",0.12,0.28,0,0.05,0.45
4344,"NHL 2005","PS2","2004","Sports","Electronic Arts",0.22,0.17,0,0.06,0.45
4345,"TNA iMPACT!","X360","2008","Fighting","Midway Games",0.26,0.15,0,0.04,0.45
4346,"Star Wars Jedi Knight: Jedi Academy","XB","2003","Shooter","Activision",0.34,0.1,0,0.02,0.45
4347,"Thrillville: Off the Rails","Wii","2007","Strategy","LucasArts",0.39,0.02,0,0.03,0.45
4348,"Phoenix","2600","1981","Simulation","Atari",0.42,0.02,0,0,0.45
4349,"Spider-Man: Shattered Dimensions","PS3","2010","Action","Activision",0.26,0.13,0,0.06,0.45
4350,"F.E.A.R. 3","X360","2011","Shooter","Warner Bros. Interactive Entertainment",0.3,0.11,0.01,0.04,0.45
4352,"Plants vs. Zombies: Garden Warfare 2","PS4","2016","Shooter","Electronic Arts",0.17,0.21,0,0.07,0.45
4353,"Rock Band Country Track Pack","Wii","2009","Misc","MTV Games",0.42,0,0,0.03,0.45
4354,"Pro Evolution Soccer 2016","PS3","2015","Sports","Konami Digital Entertainment",0.08,0.18,0.15,0.05,0.45
4355,"Apocalypse","PS","1998","Action","Activision",0.25,0.17,0,0.03,0.45
4357,"PES 2009: Pro Evolution Soccer","Wii","2009","Sports","Konami Digital Entertainment",0.09,0.26,0.05,0.05,0.45
4359,"SingStar Queen","PS3","2009","Misc","Sony Computer Entertainment",0.11,0.26,0,0.08,0.45
4361,"Samurai Warriors 3","Wii","2009","Action","Nintendo",0.1,0.02,0.32,0.01,0.45
4362,"World Soccer Winning Eleven 5 Final Evolution","PS2","2001","Sports","Konami Digital Entertainment",0,0,0.45,0,0.45
4363,"One Piece: Pirate Warriors 3","PS4","2015","Action","Namco Bandai Games",0.08,0.22,0.1,0.05,0.45
4364,"Sphinx and the Cursed Mummy","PS2","2003","Action","THQ",0.22,0.17,0,0.06,0.45
4365,"Fatal Fury 2","SNES","1993","Fighting","Takara",0,0,0.45,0,0.45
4366,"Rampage World Tour","N64","1998","Action","GT Interactive",0.36,0.08,0,0.01,0.45
4367,"Pokemon Puzzle League","N64","2000","Puzzle","Nintendo",0.36,0.08,0,0.01,0.45
4368,"Eternal Sonata","PS3","2008","Role-Playing","Atari",0.19,0.13,0.07,0.06,0.45
4369,"Dance Dance Revolution: Hottest Party 3","Wii","2009","Simulation","Konami Digital Entertainment",0.26,0.14,0,0.04,0.45
4371,"Petz: Catz 2","Wii","2007","Simulation","Ubisoft",0.41,0.01,0,0.03,0.45
4374,"Shin Megami Tensei: Persona 3","PS2","2006","Role-Playing","Tecmo Koei",0.22,0.03,0,0.2,0.45
4375,"Persona","PS","1995","Role-Playing","Atlus",0,0,0.42,0.03,0.45
4377,"Naruto Shippuden: Ultimate Ninja Storm Generations","X360","2012","Fighting","Namco Bandai Games",0.26,0.14,0.01,0.04,0.45
4379,"Viking: Battle for Asgard","X360","2008","Action","Sega",0.16,0.24,0,0.05,0.45
4380,"Maze Craze: A Game of Cops 'n Robbers","2600","N/A","Action","Atari",0.42,0.02,0,0,0.45
4381,"Mobile Suit Gundam","PS","1995","Action","Namco Bandai Games",0,0,0.42,0.03,0.45
4382,"Silent Hill: Homecoming","X360","N/A","Action","Konami Digital Entertainment",0.25,0.16,0,0.04,0.45
4383,"SingStar Take That","PS2","2009","Misc","Sony Computer Entertainment",0,0.06,0,0.39,0.45
4385,"Final Fantasy Collection","PS","1999","Role-Playing","Square",0,0,0.42,0.03,0.45
4386,"Disney Sing It! High School Musical 3: Senior Year","PS2","2008","Misc","Disney Interactive Studios",0.09,0.02,0,0.34,0.45
4387,"NBA Live 10","X360","2009","Sports","Electronic Arts",0.4,0.02,0,0.03,0.45
4388,"Samurai Warriors: Xtreme Legends","PS2","2004","Action","Tecmo Koei",0.04,0.03,0.36,0.01,0.45
4389,"Tony Hawk's Proving Ground","PS3","2007","Sports","Activision",0.36,0.05,0,0.05,0.45
4390,"NHL FaceOff","PS","1994","Sports","Sony Computer Entertainment",0.25,0.17,0,0.03,0.45
4391,"WWE WrestleMania 21","XB","2005","Fighting","THQ",0.34,0.1,0,0.02,0.45
4392,"Brunswick Pro Bowling","X360","2010","Sports","505 Games",0.38,0.04,0,0.03,0.45
4394,"NBA Live 2005","GC","2004","Sports","Electronic Arts",0.35,0.09,0,0.01,0.45
4395,"Defender II","2600","1987","Shooter","Atari",0.42,0.02,0,0,0.45
4396,"WWE Day of Reckoning","GC","2004","Fighting","THQ",0.35,0.09,0,0.01,0.45
4398,"ATV Quad Power Racing 2","XB","2003","Racing","Acclaim Entertainment",0.36,0.07,0,0.01,0.45
4399,"Walt Disney World Quest: Magical Racing Tour","PS","2000","Racing","Eidos Interactive",0.25,0.17,0,0.03,0.45
4400,"Sled Storm","PS2","2002","Racing","Electronic Arts",0.22,0.17,0,0.06,0.45
4401,"Vandal Hearts","PS","1996","Role-Playing","Konami Digital Entertainment",0.14,0.09,0.19,0.03,0.45
4402,"Mario Tennis Ultra Smash","WiiU","2015","Sports","Nintendo",0.13,0.16,0.13,0.03,0.45
4403,"Celebrity Sports Showdown","Wii","2008","Sports","Electronic Arts",0.18,0.22,0,0.05,0.45
4404,"Jawbreaker","2600","1981","Action","Tigervision",0.42,0.03,0,0,0.45
4405,"Scooby-Doo! Mystery Mayhem","PS2","2004","Action","THQ",0.22,0.17,0,0.06,0.45
4408,"Karaoke Revolution","Wii","2009","Misc","Konami Digital Entertainment",0.24,0.16,0,0.04,0.45
4410,"Just Dance 2014","XOne","2013","Misc","Ubisoft",0.3,0.11,0,0.04,0.45
4411,"Yu-Gi-Oh! Capsule Monster Coliseum","PS2","2004","Misc","Konami Digital Entertainment",0.22,0.17,0,0.06,0.44
4412,"Payday 2","PS3","2013","Shooter","505 Games",0.21,0.15,0,0.08,0.44
4413,"Major League Baseball 2K6","PS2","2006","Sports","Spike",0.37,0.01,0,0.06,0.44
4414,"Jampack Volume 13 (RP-M)","PS2","2005","Misc","Sony Computer Entertainment",0.37,0.01,0,0.06,0.44
4415,"World Soccer Winning Eleven 9","XB","2005","Sports","Konami Digital Entertainment",0.06,0.33,0.02,0.03,0.44
4416,"NBA Live 2000","N64","1999","Sports","Electronic Arts",0.42,0.02,0,0,0.44
4417,"Teenage Mutant Ninja Turtles 2: Battle Nexus","PS2","2004","Action","Konami Digital Entertainment",0.22,0.17,0,0.06,0.44
4418,"SpongeBob SquarePants: Lights, Camera, Pants!","PS2","2005","Misc","THQ",0.37,0.01,0,0.06,0.44
4419,"Disney Infinity 3.0","X360","2015","Action","Disney Interactive Studios",0.19,0.21,0,0.04,0.44
